Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency)
GPA.3375-7142-4568-33776,"Oct 1, 2018",5:45:58 AM PDT,,Charge,,The most important masterpieces (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_one_new,j7popltevzw,US,FL,33759,USD,2.49,0.861400,EUR,2.14
GPA.3375-7142-4568-33776,"Oct 1, 2018",5:45:58 AM PDT,,Google fee,,The most important masterpieces (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_one_new,j7popltevzw,US,FL,33759,USD,-0.75,0.861400,EUR,-0.65
GPA.3375-7142-4568-33776,"Oct 1, 2018",5:45:58 AM PDT,Third-party Tax,Tax,,The most important masterpieces (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_one_new,j7popltevzw,US,FL,33759,USD,0.17,0.861400,EUR,0.15
GPA.3306-4308-4463-34998,"Oct 1, 2018",6:47:32 AM PDT,,Charge,,Louvre in half day (ES) (Louvre Tours Guia),com.tourblink.louvre,1,itinerary_fifth_new,hero2lte,MX,CDMX,14300,MXN,65.00,0.046414,EUR,3.02
GPA.3306-4308-4463-34998,"Oct 1, 2018",6:47:32 AM PDT,,Google fee,,Louvre in half day (ES) (Louvre Tours Guia),com.tourblink.louvre,1,itinerary_fifth_new,hero2lte,MX,CDMX,14300,MXN,-19.50,0.046414,EUR,-0.91
GPA.3362-9766-7785-01436,"Oct 2, 2018",12:51:53 AM PDT,,Charge,,Guía completa de Museos Vaticanos+Audioguide (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,audioguide_itinerary1,hero2qltevzw,US,TN,38261,USD,3.99,0.866300,EUR,3.45
GPA.3362-9766-7785-01436,"Oct 2, 2018",12:51:53 AM PDT,,Google fee,,Guía completa de Museos Vaticanos+Audioguide (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,audioguide_itinerary1,hero2qltevzw,US,TN,38261,USD,-1.20,0.866300,EUR,-1.04
GPA.3362-9766-7785-01436,"Oct 2, 2018",12:51:53 AM PDT,Third-party Tax,Tax,,Guía completa de Museos Vaticanos+Audioguide (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,audioguide_itinerary1,hero2qltevzw,US,TN,38261,USD,0.39,0.866300,EUR,0.34
GPA.3317-8722-7630-24986,"Oct 2, 2018",1:52:19 AM PDT,,Charge,,Orsay en 2 horas (Orsay Museum Guide Tours),com.tourblink.museeorsay,1,itinerary_two,HWVNS-H,IT,SV,17025,EUR,1.14,1.000000,EUR,1.14
GPA.3391-9226-2415-80139,"Oct 2, 2018",5:11:40 AM PDT,,Charge,,Buy all (Orsay Museum Guide Tours),com.tourblink.museeorsay,1,buy_all,cedric,DE,,82205,EUR,2.93,1.000000,EUR,2.93
GPA.3367-2005-0042-65516,"Oct 2, 2018",5:54:59 AM PDT,,Charge,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,s3ve3g,IT,PO,59100,EUR,2.86,1.000000,EUR,2.86
GPA.3316-4403-8219-66892,"Oct 2, 2018",8:36:45 AM PDT,,Charge,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,OnePlus5T,US,MS,38773,USD,5.99,0.867050,EUR,5.20
GPA.3316-4403-8219-66892,"Oct 2, 2018",8:36:45 AM PDT,,Google fee,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,OnePlus5T,US,MS,38773,USD,-1.80,0.867050,EUR,-1.56
GPA.3316-4403-8219-66892,"Oct 2, 2018",8:36:45 AM PDT,Third-party Tax,Tax,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,OnePlus5T,US,MS,38773,USD,0.42,0.867050,EUR,0.36
GPA.3314-0192-6580-85513,"Oct 2, 2018",8:38:52 AM PDT,,Charge,,Buy all (Orsay Museum Guide Tours),com.tourblink.museeorsay,1,buy_all,OnePlus5T,US,MS,38773,USD,5.99,0.867050,EUR,5.20
GPA.3314-0192-6580-85513,"Oct 2, 2018",8:38:52 AM PDT,,Google fee,,Buy all (Orsay Museum Guide Tours),com.tourblink.museeorsay,1,buy_all,OnePlus5T,US,MS,38773,USD,-1.80,0.867050,EUR,-1.56
GPA.3314-0192-6580-85513,"Oct 2, 2018",8:38:52 AM PDT,Third-party Tax,Tax,,Buy all (Orsay Museum Guide Tours),com.tourblink.museeorsay,1,buy_all,OnePlus5T,US,MS,38773,USD,0.42,0.867050,EUR,0.36
GPA.3303-9608-2383-47230,"Oct 2, 2018",1:28:24 PM PDT,,Charge,,Guía completa de Museos Vaticanos+Audioguide (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,audioguide_itinerary1,vince,ES,ISLAS BALEARES,07014,EUR,2.02,1.000000,EUR,2.02
GPA.3309-9738-5890-57621,"Oct 2, 2018",1:57:08 PM PDT,,Charge,,Louvre in half day (EN) (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_fifth_new,zenltespr,US,TX,77498,USD,3.49,0.866400,EUR,3.02
GPA.3309-9738-5890-57621,"Oct 2, 2018",1:57:08 PM PDT,,Google fee,,Louvre in half day (EN) (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_fifth_new,zenltespr,US,TX,77498,USD,-1.05,0.866400,EUR,-0.91
GPA.3309-9738-5890-57621,"Oct 2, 2018",1:57:08 PM PDT,Third-party Tax,Tax,,Louvre in half day (EN) (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_fifth_new,zenltespr,US,TX,77498,USD,0.22,0.866400,EUR,0.19
GPA.3312-8146-7953-45104,"Oct 2, 2018",4:03:41 PM PDT,,Charge,,Lo principal del Louvre+Audioguía (Louvre Tours Guia),com.tourblink.louvre,1,audioguide_itinerary1_new,HWBLN-H,PA,PANAMÁ,,USD,3.44,0.865950,EUR,2.98
GPA.3312-8146-7953-45104,"Oct 2, 2018",4:03:41 PM PDT,,Google fee,,Lo principal del Louvre+Audioguía (Louvre Tours Guia),com.tourblink.louvre,1,audioguide_itinerary1_new,HWBLN-H,PA,PANAMÁ,,USD,-1.03,0.865950,EUR,-0.89
GPA.3359-6277-5177-62756,"Oct 2, 2018",5:03:07 PM PDT,,Charge,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,star2qltesq,US,NC,28348,USD,5.99,0.865750,EUR,5.19
GPA.3359-6277-5177-62756,"Oct 2, 2018",5:03:07 PM PDT,,Google fee,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,star2qltesq,US,NC,28348,USD,-1.80,0.865750,EUR,-1.56
GPA.3359-6277-5177-62756,"Oct 2, 2018",5:03:07 PM PDT,Third-party Tax,Tax,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,star2qltesq,US,NC,28348,USD,0.42,0.865750,EUR,0.36
GPA.3378-9651-9891-75207,"Oct 3, 2018",12:30:24 AM PDT,,Charge,,El camino más rápido hacia la Capilla Sixtina+Audioguid (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,audioguide_itinerary3,dream2lte,GB,,NG2 7DR,GBP,0.87,1.122500,EUR,0.98
GPA.3312-8170-5790-00978,"Oct 3, 2018",1:50:24 AM PDT,,Charge,,Una selección de las obras más importantes+Audiguide (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,audioguide_itinerary2,tissot_sprout,US,FL,32043,USD,3.49,0.863550,EUR,3.01
GPA.3312-8170-5790-00978,"Oct 3, 2018",1:50:24 AM PDT,,Google fee,,Una selección de las obras más importantes+Audiguide (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,audioguide_itinerary2,tissot_sprout,US,FL,32043,USD,-1.05,0.863550,EUR,-0.91
GPA.3312-8170-5790-00978,"Oct 3, 2018",1:50:24 AM PDT,Third-party Tax,Tax,,Una selección de las obras más importantes+Audiguide (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,audioguide_itinerary2,tissot_sprout,US,FL,32043,USD,0.24,0.863550,EUR,0.21
GPA.3311-4385-8979-77403,"Oct 3, 2018",2:36:40 AM PDT,,Charge,,Louvre in half day (EN) (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_fifth_new,zerofltevzw,US,NC,27516,USD,3.49,0.863500,EUR,3.01
GPA.3311-4385-8979-77403,"Oct 3, 2018",2:36:40 AM PDT,,Google fee,,Louvre in half day (EN) (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_fifth_new,zerofltevzw,US,NC,27516,USD,-1.05,0.863500,EUR,-0.91
GPA.3311-4385-8979-77403,"Oct 3, 2018",2:36:40 AM PDT,Third-party Tax,Tax,,Louvre in half day (EN) (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_fifth_new,zerofltevzw,US,NC,27516,USD,0.24,0.863500,EUR,0.21
GPA.3313-9622-5952-34475,"Oct 3, 2018",4:11:29 AM PDT,,Charge,,Orsay in 60 minutes (Paris Guide Tours),com.tourblink.app,1,itinerary_sixth,dream2qltesq,US,NJ,08028,USD,1.49,0.864400,EUR,1.28
GPA.3313-9622-5952-34475,"Oct 3, 2018",4:11:29 AM PDT,,Google fee,,Orsay in 60 minutes (Paris Guide Tours),com.tourblink.app,1,itinerary_sixth,dream2qltesq,US,NJ,08028,USD,-0.45,0.864400,EUR,-0.39
GPA.3313-9622-5952-34475,"Oct 3, 2018",4:11:29 AM PDT,Third-party Tax,Tax,,Orsay in 60 minutes (Paris Guide Tours),com.tourblink.app,1,itinerary_sixth,dream2qltesq,US,NJ,08028,USD,0.10,0.864400,EUR,0.09
GPA.3303-4527-7466-00336,"Oct 3, 2018",4:48:33 AM PDT,,Charge,,Buy all (Orsay Museum Guide Tours),com.tourblink.museeorsay,1,buy_all,star2qltechn,MX,COAH,27000,MXN,109.00,0.046073,EUR,5.02
GPA.3303-4527-7466-00336,"Oct 3, 2018",4:48:33 AM PDT,,Google fee,,Buy all (Orsay Museum Guide Tours),com.tourblink.museeorsay,1,buy_all,star2qltechn,MX,COAH,27000,MXN,-32.70,0.046073,EUR,-1.51
GPA.3333-3458-0721-90257,"Oct 3, 2018",5:56:28 AM PDT,,Charge,,The most important masterpieces+Audioguide (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary1_new,heroqltevzw,US,VA,22101,USD,3.49,0.865400,EUR,3.02
GPA.3333-3458-0721-90257,"Oct 3, 2018",5:56:28 AM PDT,,Google fee,,The most important masterpieces+Audioguide (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary1_new,heroqltevzw,US,VA,22101,USD,-1.05,0.865400,EUR,-0.91
GPA.3333-3458-0721-90257,"Oct 3, 2018",5:56:28 AM PDT,Third-party Tax,Tax,,The most important masterpieces+Audioguide (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary1_new,heroqltevzw,US,VA,22101,USD,0.18,0.865400,EUR,0.16
GPA.3315-4725-8691-80978,"Oct 3, 2018",8:05:21 AM PDT,,Charge,,The most important masterpieces (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_one_new,starqltesq,US,CA,95819,USD,2.49,0.866700,EUR,2.16
GPA.3315-4725-8691-80978,"Oct 3, 2018",8:05:21 AM PDT,,Google fee,,The most important masterpieces (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_one_new,starqltesq,US,CA,95819,USD,-0.75,0.866700,EUR,-0.65
GPA.3315-4725-8691-80978,"Oct 3, 2018",8:05:21 AM PDT,Third-party Tax,Tax,,The most important masterpieces (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_one_new,starqltesq,US,CA,95819,USD,0.21,0.866700,EUR,0.18
GPA.3322-9722-9475-27509,"Oct 3, 2018",1:58:24 PM PDT,,Charge,,The best of the Vatican museums (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,itinerary_two,osprey_u2,PT,,4460-205,EUR,1.13,1.000000,EUR,1.13
GPA.3311-5815-1102-30755,"Oct 3, 2018",5:00:14 PM PDT,,Charge,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,potter_nt,BR,RS,96180000,BRL,23.99,0.223100,EUR,5.35
GPA.3311-5815-1102-30755,"Oct 3, 2018",5:00:14 PM PDT,,Google fee,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,potter_nt,BR,RS,96180000,BRL,-7.20,0.223100,EUR,-1.61
GPA.3311-5815-1102-30755,"Oct 3, 2018",5:00:14 PM PDT,Brazil CIDE Withholding Tax,Tax,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,potter_nt,BR,RS,96180000,EUR,-0.53,1.000000,EUR,-0.53
GPA.3311-5815-1102-30755,"Oct 3, 2018",5:00:14 PM PDT,Brazil CIDE Withholding Tax,Tax,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,potter_nt,BR,RS,96180000,EUR,0.16,1.000000,EUR,0.16
GPA.3311-5815-1102-30755,"Oct 3, 2018",5:00:14 PM PDT,Brazil IRRF Withholding Tax,Tax,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,potter_nt,BR,RS,96180000,EUR,0.24,1.000000,EUR,0.24
GPA.3311-5815-1102-30755,"Oct 3, 2018",5:00:14 PM PDT,Brazil IRRF Withholding Tax,Tax,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,potter_nt,BR,RS,96180000,EUR,-0.80,1.000000,EUR,-0.80
GPA.3369-9924-6027-50361,"Oct 3, 2018",5:23:57 PM PDT,,Charge,,The essentials of the gardens (Paris Guide Tours),com.tourblink.app,1,itinerary_eight,bullhead,US,CA,95014,USD,1.49,0.870700,EUR,1.29
GPA.3369-9924-6027-50361,"Oct 3, 2018",5:23:57 PM PDT,,Google fee,,The essentials of the gardens (Paris Guide Tours),com.tourblink.app,1,itinerary_eight,bullhead,US,CA,95014,USD,-0.45,0.870700,EUR,-0.39
GPA.3369-9924-6027-50361,"Oct 3, 2018",5:23:57 PM PDT,Third-party Tax,Tax,,The essentials of the gardens (Paris Guide Tours),com.tourblink.app,1,itinerary_eight,bullhead,US,CA,95014,USD,0.13,0.870700,EUR,0.12
GPA.3305-6984-5471-75133,"Oct 3, 2018",10:55:40 PM PDT,,Charge,,Guía completa de Museos Vaticanos+Audioguide (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,audioguide_itinerary1,hwALE-H,ES,MADRID,28047,EUR,2.02,1.000000,EUR,2.02
GPA.3398-2917-1034-40216,"Oct 3, 2018",10:57:41 PM PDT,,Charge,,El camino más rápido hacia la Capilla Sixtina+Audioguid (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,audioguide_itinerary3,hwALE-H,ES,MADRID,28047,EUR,0.86,1.000000,EUR,0.86
GPA.3304-7762-9786-16834,"Oct 3, 2018",10:59:04 PM PDT,,Charge,,Buy all (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,buy_all,hwALE-H,ES,MADRID,28047,EUR,2.88,1.000000,EUR,2.88
GPA.3384-5569-4166-61551,"Oct 3, 2018",11:17:58 PM PDT,,Charge,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,star2qltechn,BR,SP,04626000,BRL,23.99,0.223400,EUR,5.36
GPA.3384-5569-4166-61551,"Oct 3, 2018",11:17:58 PM PDT,,Google fee,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,star2qltechn,BR,SP,04626000,BRL,-7.20,0.223400,EUR,-1.61
GPA.3384-5569-4166-61551,"Oct 3, 2018",11:17:58 PM PDT,Brazil CIDE Withholding Tax,Tax,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,star2qltechn,BR,SP,04626000,EUR,0.16,1.000000,EUR,0.16
GPA.3384-5569-4166-61551,"Oct 3, 2018",11:17:58 PM PDT,Brazil CIDE Withholding Tax,Tax,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,star2qltechn,BR,SP,04626000,EUR,-0.54,1.000000,EUR,-0.54
GPA.3384-5569-4166-61551,"Oct 3, 2018",11:17:58 PM PDT,Brazil IRRF Withholding Tax,Tax,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,star2qltechn,BR,SP,04626000,EUR,-0.81,1.000000,EUR,-0.81
GPA.3384-5569-4166-61551,"Oct 3, 2018",11:17:58 PM PDT,Brazil IRRF Withholding Tax,Tax,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,star2qltechn,BR,SP,04626000,EUR,0.25,1.000000,EUR,0.25
GPA.3302-0438-8291-73548,"Oct 3, 2018",11:33:31 PM PDT,,Charge,,Audioguide + Itinerary Louvre in half day (EN) (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary5_new,HWALP,CO,RISARALDA,,COP,12000.00,0.000289,EUR,3.47
GPA.3302-0438-8291-73548,"Oct 3, 2018",11:33:31 PM PDT,,Google fee,,Audioguide + Itinerary Louvre in half day (EN) (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary5_new,HWALP,CO,RISARALDA,,COP,-3600.00,0.000289,EUR,-1.04
GPA.3304-7762-9786-16834,"Oct 4, 2018",12:22:35 AM PDT,,Charge refund,Full,Buy all (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,buy_all,hwALE-H,ES,MADRID,28047,EUR,-2.88,1.000000,EUR,-2.88
GPA.3305-6984-5471-75133,"Oct 4, 2018",12:22:35 AM PDT,,Charge refund,Full,Guía completa de Museos Vaticanos+Audioguide (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,audioguide_itinerary1,hwALE-H,ES,MADRID,28047,EUR,-2.02,1.000000,EUR,-2.02
GPA.3398-2917-1034-40216,"Oct 4, 2018",12:22:35 AM PDT,,Charge refund,Full,El camino más rápido hacia la Capilla Sixtina+Audioguid (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,audioguide_itinerary3,hwALE-H,ES,MADRID,28047,EUR,-0.86,1.000000,EUR,-0.86
GPA.3381-9127-4505-56902,"Oct 4, 2018",12:53:46 AM PDT,,Charge,,Audioguide + Itinerary Louvre in half day (EN) (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary5_new,walleye,US,FL,32806,USD,3.99,0.871650,EUR,3.47
GPA.3381-9127-4505-56902,"Oct 4, 2018",12:53:46 AM PDT,,Google fee,,Audioguide + Itinerary Louvre in half day (EN) (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary5_new,walleye,US,FL,32806,USD,-1.20,0.871650,EUR,-1.05
GPA.3381-9127-4505-56902,"Oct 4, 2018",12:53:46 AM PDT,Third-party Tax,Tax,,Audioguide + Itinerary Louvre in half day (EN) (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary5_new,walleye,US,FL,32806,USD,0.26,0.871650,EUR,0.23
GPA.3315-6318-4355-66157,"Oct 4, 2018",2:00:31 AM PDT,,Charge,,The Louvre in 60 mins + Audioguide (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary2_new,lucye,DE,,59872,EUR,0.88,1.000000,EUR,0.88
GPA.3389-2488-3082-61178,"Oct 4, 2018",2:05:17 AM PDT,,Charge,,The best of Egypt (PT) (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_three_new,star2qltechn,BR,SP,04626000,BRL,4.39,0.222940,EUR,0.98
GPA.3389-2488-3082-61178,"Oct 4, 2018",2:05:17 AM PDT,,Google fee,,The best of Egypt (PT) (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_three_new,star2qltechn,BR,SP,04626000,BRL,-1.32,0.222940,EUR,-0.29
GPA.3389-2488-3082-61178,"Oct 4, 2018",2:05:17 AM PDT,Brazil CIDE Withholding Tax,Tax,,The best of Egypt (PT) (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_three_new,star2qltechn,BR,SP,04626000,EUR,-0.10,1.000000,EUR,-0.10
GPA.3389-2488-3082-61178,"Oct 4, 2018",2:05:17 AM PDT,Brazil CIDE Withholding Tax,Tax,,The best of Egypt (PT) (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_three_new,star2qltechn,BR,SP,04626000,EUR,0.03,1.000000,EUR,0.03
GPA.3389-2488-3082-61178,"Oct 4, 2018",2:05:17 AM PDT,Brazil IRRF Withholding Tax,Tax,,The best of Egypt (PT) (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_three_new,star2qltechn,BR,SP,04626000,EUR,-0.15,1.000000,EUR,-0.15
GPA.3389-2488-3082-61178,"Oct 4, 2018",2:05:17 AM PDT,Brazil IRRF Withholding Tax,Tax,,The best of Egypt (PT) (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_three_new,star2qltechn,BR,SP,04626000,EUR,0.04,1.000000,EUR,0.04
GPA.3365-5768-0962-23498,"Oct 4, 2018",3:14:56 AM PDT,,Charge,,Lo principal del Louvre+Audioguía (Louvre Tours Guia),com.tourblink.louvre,1,audioguide_itinerary1_new,tissot_sprout,ES,ASTURIAS,33670,EUR,1.73,1.000000,EUR,1.73
GPA.3310-6701-6664-15325,"Oct 4, 2018",3:26:24 AM PDT,,Charge,,Louvre in half day (EN) (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_fifth_new,D6653,AU,,2289,AUD,4.26,0.615870,EUR,2.62
GPA.3310-6701-6664-15325,"Oct 4, 2018",3:26:24 AM PDT,,Google fee,,Louvre in half day (EN) (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_fifth_new,D6653,AU,,2289,AUD,-1.28,0.615870,EUR,-0.79
GPA.3327-3424-9612-40743,"Oct 4, 2018",4:00:16 AM PDT,,Charge,,The most important masterpieces + Audioguide (Paris Guide Tours),com.tourblink.app,1,audioguide_itinerary4,heroqltevzw,US,OK,73160,USD,3.49,0.869900,EUR,3.03
GPA.3327-3424-9612-40743,"Oct 4, 2018",4:00:16 AM PDT,,Google fee,,The most important masterpieces + Audioguide (Paris Guide Tours),com.tourblink.app,1,audioguide_itinerary4,heroqltevzw,US,OK,73160,USD,-1.05,0.869900,EUR,-0.91
GPA.3327-3424-9612-40743,"Oct 4, 2018",4:00:16 AM PDT,Third-party Tax,Tax,,The most important masterpieces + Audioguide (Paris Guide Tours),com.tourblink.app,1,audioguide_itinerary4,heroqltevzw,US,OK,73160,USD,0.17,0.869900,EUR,0.15
GPA.3374-1274-3472-69987,"Oct 4, 2018",4:43:32 AM PDT,,Charge,,Orsay en 60 minutos+audio (Orsay Museum Guide Tours),com.tourblink.museeorsay,1,audioguide_itinerary3,tissot_sprout,ES,ASTURIAS,33670,EUR,0.86,1.000000,EUR,0.86
GPA.3371-5615-5605-06390,"Oct 4, 2018",10:10:43 AM PDT,,Charge,,Complete guide of Vatican Museums (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,itinerary_one,HWVTR,IT,SI,53040,EUR,1.72,1.000000,EUR,1.72
GPA.3354-3736-1074-68033,"Oct 4, 2018",10:11:24 AM PDT,,Charge,,Fastest way to the Sistine Chapel (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,itinerary_third,HWVTR,IT,SI,53040,EUR,0.57,1.000000,EUR,0.57
GPA.3340-8658-5263-48910,"Oct 4, 2018",10:27:28 AM PDT,,Charge,,Buy all (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,buy_all,HWRNE,IT,TN,38057,EUR,2.86,1.000000,EUR,2.86
GPA.3357-3707-7136-71806,"Oct 4, 2018",1:23:55 PM PDT,,Charge,,Lo principal del Louvre+Audioguía (Louvre Tours Guia),com.tourblink.louvre,1,audioguide_itinerary1_new,F3213,MX,CHIH,31124,MXN,65.00,0.045429,EUR,2.95
GPA.3357-3707-7136-71806,"Oct 4, 2018",1:23:55 PM PDT,,Google fee,,Lo principal del Louvre+Audioguía (Louvre Tours Guia),com.tourblink.louvre,1,audioguide_itinerary1_new,F3213,MX,CHIH,31124,MXN,-19.50,0.045429,EUR,-0.89
GPA.3330-2690-7828-67908,"Oct 4, 2018",1:56:10 PM PDT,,Charge,,Montmartre (Paris Tours Guia),com.tourblink.app,1,itinerary_two_paris,gemini,ES,MADRID,28005,EUR,0.57,1.000000,EUR,0.57
