Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency)
GPA.3332-9710-5998-68514,"Dec 1, 2018",12:55:38 AM PST,,Charge,,Complete guide of Vatican Museums (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,itinerary_one,dreamlte,FR,,31490,EUR,1.74,1.000000,EUR,1.74
GPA.3306-9858-1939-41134,"Dec 1, 2018",2:04:30 AM PST,,Charge,,Guía completa de Museos Vaticanos+Audioguide (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,audioguide_itinerary1,dreamlte,IT,AG,92025,EUR,2.00,1.000000,EUR,2.00
GPA.3348-7295-1666-78588,"Dec 1, 2018",6:50:07 AM PST,,Charge,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,dream2lte,FR,,77000,EUR,2.91,1.000000,EUR,2.91
GPA.3325-5818-4943-06585,"Dec 1, 2018",9:43:06 PM PST,,Charge,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,marlin,US,WA,98004,USD,5.99,0.883550,EUR,5.29
GPA.3325-5818-4943-06585,"Dec 1, 2018",9:43:06 PM PST,,Google fee,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,marlin,US,WA,98004,USD,-1.80,0.883550,EUR,-1.59
GPA.3350-1289-1902-18924,"Dec 2, 2018",2:53:52 AM PST,,Charge,,Montmartre (Paris Guide Tours),com.tourblink.app,1,itinerary_two,herolte,FR,,06400,EUR,0.58,1.000000,EUR,0.58
GPA.3352-8049-2201-12073,"Dec 2, 2018",4:09:23 AM PST,,Charge,,The Louvre in 60 mins + Audioguide (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary2_new,star2qltesq,US,CA,94947,USD,1.49,0.883550,EUR,1.31
GPA.3352-8049-2201-12073,"Dec 2, 2018",4:09:23 AM PST,,Google fee,,The Louvre in 60 mins + Audioguide (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary2_new,star2qltesq,US,CA,94947,USD,-0.45,0.883550,EUR,-0.40
GPA.3352-8049-2201-12073,"Dec 2, 2018",4:09:23 AM PST,Third-party Tax,Tax,,The Louvre in 60 mins + Audioguide (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary2_new,star2qltesq,US,CA,94947,USD,0.12,0.883550,EUR,0.11
GPA.3340-8986-3168-76684,"Dec 2, 2018",6:33:29 AM PST,,Charge,,Les principales chefs d'œuvres (Musée du Louvre visites guidées),com.tourblink.louvre,1,itinerary_one_new,dreamlte,FR,,33000,EUR,1.16,1.000000,EUR,1.16
GPA.3343-5908-9617-92983,"Dec 2, 2018",7:43:25 AM PST,,Charge,,Buy all (Orsay Museum Guide Tours),com.tourblink.museeorsay,1,buy_all,gts210vewifi,DE,,14469,EUR,2.93,1.000000,EUR,2.93
GPA.3384-1480-3650-70081,"Dec 2, 2018",8:16:07 AM PST,,Charge,,Arte en la calle (Roma Guide Tours),com.tourblink.roma,1,itinerary_sixth,star2qltechn,AR,Tucumán,4000,USD,1.12,0.883550,EUR,0.99
GPA.3384-1480-3650-70081,"Dec 2, 2018",8:16:07 AM PST,,Google fee,,Arte en la calle (Roma Guide Tours),com.tourblink.roma,1,itinerary_sixth,star2qltechn,AR,Tucumán,4000,USD,-0.34,0.883550,EUR,-0.30
GPA.3393-4794-2828-92744,"Dec 3, 2018",2:14:59 AM PST,,Charge,,Louvre in half day (BR) (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_fifth_new,dreamlte,BR,DF,70680250,BRL,12.99,0.227430,EUR,2.95
GPA.3393-4794-2828-92744,"Dec 3, 2018",2:14:59 AM PST,,Google fee,,Louvre in half day (BR) (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_fifth_new,dreamlte,BR,DF,70680250,BRL,-3.90,0.227430,EUR,-0.89
GPA.3393-4794-2828-92744,"Dec 3, 2018",2:14:59 AM PST,Brazil CIDE Withholding Tax,Tax,,Louvre in half day (BR) (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_fifth_new,dreamlte,BR,DF,70680250,EUR,0.09,1.000000,EUR,0.09
GPA.3393-4794-2828-92744,"Dec 3, 2018",2:14:59 AM PST,Brazil CIDE Withholding Tax,Tax,,Louvre in half day (BR) (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_fifth_new,dreamlte,BR,DF,70680250,EUR,-0.30,1.000000,EUR,-0.30
GPA.3393-4794-2828-92744,"Dec 3, 2018",2:14:59 AM PST,Brazil IRRF Withholding Tax,Tax,,Louvre in half day (BR) (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_fifth_new,dreamlte,BR,DF,70680250,EUR,-0.44,1.000000,EUR,-0.44
GPA.3393-4794-2828-92744,"Dec 3, 2018",2:14:59 AM PST,Brazil IRRF Withholding Tax,Tax,,Louvre in half day (BR) (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_fifth_new,dreamlte,BR,DF,70680250,EUR,0.13,1.000000,EUR,0.13
GPA.3323-8470-8802-35799,"Dec 3, 2018",3:31:05 AM PST,,Charge,,"Le Louvre dans une demie journée (Paris visites guidées, tours et guide)",com.tourblink.app,1,itinerary_fifth,herolte,FR,,06400,EUR,1.74,1.000000,EUR,1.74
GPA.3345-7255-0317-44431,"Dec 3, 2018",4:34:03 AM PST,,Charge,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,starlte,IT,PI,56123,EUR,2.86,1.000000,EUR,2.86
GPA.3339-0203-6569-14790,"Dec 4, 2018",9:38:03 AM PST,,Charge,,Montmartre (Paris Guide Tours),com.tourblink.app,1,itinerary_two,HWFRD,FR,,75014,EUR,0.58,1.000000,EUR,0.58
GPA.3344-3475-2935-47908,"Dec 4, 2018",11:54:18 AM PST,,Charge,,Louvre in half day (FR) (Musée du Louvre visites guidées),com.tourblink.louvre,1,itinerary_fifth_new,OnePlus3T,FR,,47200,EUR,1.74,1.000000,EUR,1.74
GPA.3320-0390-3509-79754,"Dec 4, 2018",11:48:44 PM PST,,Charge,,Guía completa de Museos Vaticanos+Audioguide (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,audioguide_itinerary1,HWBND-H,US,MN,55447,USD,3.99,0.883400,EUR,3.52
GPA.3320-0390-3509-79754,"Dec 4, 2018",11:48:44 PM PST,,Google fee,,Guía completa de Museos Vaticanos+Audioguide (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,audioguide_itinerary1,HWBND-H,US,MN,55447,USD,-1.20,0.883400,EUR,-1.06
GPA.3312-6672-7980-00504,"Dec 5, 2018",2:59:27 AM PST,,Charge,,Louvre in half day (BR) (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_fifth_new,ASUS_Z012D,BR,MS,79032181,BRL,12.99,0.229130,EUR,2.98
GPA.3312-6672-7980-00504,"Dec 5, 2018",2:59:27 AM PST,,Google fee,,Louvre in half day (BR) (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_fifth_new,ASUS_Z012D,BR,MS,79032181,BRL,-3.90,0.229130,EUR,-0.89
GPA.3312-6672-7980-00504,"Dec 5, 2018",2:59:27 AM PST,Brazil CIDE Withholding Tax,Tax,,Louvre in half day (BR) (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_fifth_new,ASUS_Z012D,BR,MS,79032181,EUR,-0.29,1.000000,EUR,-0.29
GPA.3312-6672-7980-00504,"Dec 5, 2018",2:59:27 AM PST,Brazil CIDE Withholding Tax,Tax,,Louvre in half day (BR) (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_fifth_new,ASUS_Z012D,BR,MS,79032181,EUR,0.09,1.000000,EUR,0.09
GPA.3312-6672-7980-00504,"Dec 5, 2018",2:59:27 AM PST,Brazil IRRF Withholding Tax,Tax,,Louvre in half day (BR) (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_fifth_new,ASUS_Z012D,BR,MS,79032181,EUR,-0.45,1.000000,EUR,-0.45
GPA.3312-6672-7980-00504,"Dec 5, 2018",2:59:27 AM PST,Brazil IRRF Withholding Tax,Tax,,Louvre in half day (BR) (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_fifth_new,ASUS_Z012D,BR,MS,79032181,EUR,0.14,1.000000,EUR,0.14
GPA.3313-2613-6793-83381,"Dec 5, 2018",3:14:25 AM PST,,Charge,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,ASUS_Z01M_1,BR,MS,79032181,BRL,23.99,0.229130,EUR,5.50
GPA.3313-2613-6793-83381,"Dec 5, 2018",3:14:25 AM PST,,Google fee,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,ASUS_Z01M_1,BR,MS,79032181,BRL,-7.20,0.229130,EUR,-1.65
GPA.3313-2613-6793-83381,"Dec 5, 2018",3:14:25 AM PST,Brazil CIDE Withholding Tax,Tax,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,ASUS_Z01M_1,BR,MS,79032181,EUR,-0.56,1.000000,EUR,-0.56
GPA.3313-2613-6793-83381,"Dec 5, 2018",3:14:25 AM PST,Brazil CIDE Withholding Tax,Tax,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,ASUS_Z01M_1,BR,MS,79032181,EUR,0.17,1.000000,EUR,0.17
GPA.3313-2613-6793-83381,"Dec 5, 2018",3:14:25 AM PST,Brazil IRRF Withholding Tax,Tax,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,ASUS_Z01M_1,BR,MS,79032181,EUR,-0.83,1.000000,EUR,-0.83
GPA.3313-2613-6793-83381,"Dec 5, 2018",3:14:25 AM PST,Brazil IRRF Withholding Tax,Tax,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,ASUS_Z01M_1,BR,MS,79032181,EUR,0.25,1.000000,EUR,0.25
GPA.3363-1995-3405-72958,"Dec 5, 2018",3:50:46 AM PST,,Charge,,Audioguide + Itinerary Louvre in half day (EN) (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary5_new,sagit,IT,CN,12037,EUR,2.00,1.000000,EUR,2.00
GPA.3393-7259-0445-05745,"Dec 5, 2018",5:26:45 AM PST,,Charge,,Lo mejor del museo del Prado (El Prado Museum Guide Tours & Audioguide),com.tourblink.museoelprado,1,itinerary_two,HWFRD,ES,TOLEDO,45003,EUR,1.15,1.000000,EUR,1.15
GPA.3369-7249-0973-70281,"Dec 5, 2018",5:44:48 AM PST,,Charge,,Lo mejor del museo del Prado (El Prado Museum Guide Tours & Audioguide),com.tourblink.museoelprado,1,itinerary_two,hwALE-H,ES,MADRID,28047,EUR,1.15,1.000000,EUR,1.15
GPA.3369-7249-0973-70281,"Dec 5, 2018",6:22:57 AM PST,,Charge refund,Full,Lo mejor del museo del Prado (El Prado Museum Guide Tours & Audioguide),com.tourblink.museoelprado,1,itinerary_two,hwALE-H,ES,MADRID,28047,EUR,-1.15,1.000000,EUR,-1.15
GPA.3370-5704-3053-84452,"Dec 5, 2018",10:59:38 AM PST,,Charge,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,star2lte,IT,FG,71100,EUR,2.86,1.000000,EUR,2.86
GPA.3362-3341-5917-18500,"Dec 5, 2018",12:28:34 PM PST,,Charge,,Audioguide + Itinerary Louvre in half day (EN) (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary5_new,tissot_sprout,IT,CN,12037,EUR,2.00,1.000000,EUR,2.00
GPA.3331-7347-8069-84745,"Dec 5, 2018",12:30:36 PM PST,,Charge,,Orsay en 3 horas+audio (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary10,tissot_sprout,IT,CN,12037,EUR,2.00,1.000000,EUR,2.00
GPA.3369-0158-6567-83784,"Dec 5, 2018",12:33:01 PM PST,,Charge,,Orsay en 3 horas+audio (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary10,sagit,IT,CN,12037,EUR,2.00,1.000000,EUR,2.00
GPA.3358-3208-1484-51212,"Dec 5, 2018",2:35:52 PM PST,,Charge,,Louvre in half day (FR) (Musée du Louvre visites guidées),com.tourblink.louvre,1,itinerary_fifth_new,polaris,FR,,97400,EUR,1.74,1.000000,EUR,1.74
GPA.3329-0256-5898-48011,"Dec 6, 2018",3:20:14 AM PST,,Charge,,The most important of the gardens (Gardens of Versailles Guide Tours),com.tourblink.versailles,1,itinerary_one,ASUS_Z01M_1,BR,MS,79032181,BRL,4.39,0.228120,EUR,1.00
GPA.3329-0256-5898-48011,"Dec 6, 2018",3:20:14 AM PST,,Google fee,,The most important of the gardens (Gardens of Versailles Guide Tours),com.tourblink.versailles,1,itinerary_one,ASUS_Z01M_1,BR,MS,79032181,BRL,-1.32,0.228120,EUR,-0.30
GPA.3329-0256-5898-48011,"Dec 6, 2018",3:20:14 AM PST,Brazil CIDE Withholding Tax,Tax,,The most important of the gardens (Gardens of Versailles Guide Tours),com.tourblink.versailles,1,itinerary_one,ASUS_Z01M_1,BR,MS,79032181,EUR,0.03,1.000000,EUR,0.03
GPA.3329-0256-5898-48011,"Dec 6, 2018",3:20:14 AM PST,Brazil CIDE Withholding Tax,Tax,,The most important of the gardens (Gardens of Versailles Guide Tours),com.tourblink.versailles,1,itinerary_one,ASUS_Z01M_1,BR,MS,79032181,EUR,-0.10,1.000000,EUR,-0.10
GPA.3329-0256-5898-48011,"Dec 6, 2018",3:20:14 AM PST,Brazil IRRF Withholding Tax,Tax,,The most important of the gardens (Gardens of Versailles Guide Tours),com.tourblink.versailles,1,itinerary_one,ASUS_Z01M_1,BR,MS,79032181,EUR,0.05,1.000000,EUR,0.05
GPA.3329-0256-5898-48011,"Dec 6, 2018",3:20:14 AM PST,Brazil IRRF Withholding Tax,Tax,,The most important of the gardens (Gardens of Versailles Guide Tours),com.tourblink.versailles,1,itinerary_one,ASUS_Z01M_1,BR,MS,79032181,EUR,-0.16,1.000000,EUR,-0.16
GPA.3304-7325-4493-97281,"Dec 6, 2018",4:16:51 AM PST,,Charge,,Una selección de las obras más importantes+Audiguide (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,audioguide_itinerary2,jackpot2lte,IL,,1923200,ILS,12.90,0.236550,EUR,3.05
GPA.3304-7325-4493-97281,"Dec 6, 2018",4:16:51 AM PST,,Google fee,,Una selección de las obras más importantes+Audiguide (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,audioguide_itinerary2,jackpot2lte,IL,,1923200,ILS,-3.90,0.236550,EUR,-0.92
GPA.3366-9412-2589-81019,"Dec 6, 2018",7:00:01 AM PST,,Charge,,Una selección de las obras más importantes+Audiguide (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,audioguide_itinerary2,hwALE-H,ES,MADRID,28047,EUR,1.73,1.000000,EUR,1.73
GPA.3366-9412-2589-81019,"Dec 6, 2018",7:07:21 AM PST,,Charge refund,Full,Una selección de las obras más importantes+Audiguide (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,audioguide_itinerary2,hwALE-H,ES,MADRID,28047,EUR,-1.73,1.000000,EUR,-1.73
GPA.3312-6516-8065-18512,"Dec 6, 2018",7:19:13 AM PST,,Charge,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,HS8937QC,FR,,95160,EUR,2.91,1.000000,EUR,2.91
GPA.3336-6118-1223-72840,"Dec 6, 2018",7:45:56 AM PST,,Charge,,Buy all (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,buy_all,taimen,IT,SI,53100,EUR,2.86,1.000000,EUR,2.86
GPA.3382-7183-2599-90311,"Dec 6, 2018",8:32:32 AM PST,,Charge,,Un rapida visita por El Prado (El Prado Museum Guide Tours & Audioguide),com.tourblink.museoelprado,1,itinerary_one,idol3,ES,BARCELONA,08950,EUR,0.57,1.000000,EUR,0.57
GPA.3351-7270-3939-52881,"Dec 6, 2018",10:52:22 PM PST,,Charge,,Visita express del Museo Británico (British Museum Guided Tours),com.tourblink.britishmuseum,1,itinerary_one,hwALE-H,ES,MADRID,28047,EUR,0.57,1.000000,EUR,0.57
GPA.3338-4951-1460-09275,"Dec 6, 2018",10:52:46 PM PST,,Charge,,Lo principal del Museo Británico (British Museum Guided Tours),com.tourblink.britishmuseum,1,itinerary_two,hwALE-H,ES,MADRID,28047,EUR,1.15,1.000000,EUR,1.15
GPA.3338-4951-1460-09275,"Dec 6, 2018",11:33:12 PM PST,,Charge refund,Full,Lo principal del Museo Británico (British Museum Guided Tours),com.tourblink.britishmuseum,1,itinerary_two,hwALE-H,ES,MADRID,28047,EUR,-1.15,1.000000,EUR,-1.15
GPA.3351-7270-3939-52881,"Dec 6, 2018",11:33:12 PM PST,,Charge refund,Full,Visita express del Museo Británico (British Museum Guided Tours),com.tourblink.britishmuseum,1,itinerary_one,hwALE-H,ES,MADRID,28047,EUR,-0.57,1.000000,EUR,-0.57
GPA.3340-6485-9123-40315,"Dec 7, 2018",2:14:27 AM PST,,Charge,,Lo mejor del museo del Prado (El Prado Museum Guide Tours & Audioguide),com.tourblink.museoelprado,1,itinerary_two,Aquaris_X5_Plus,ES,VIZCAYA,48003,EUR,1.15,1.000000,EUR,1.15
GPA.3319-5052-2854-11800,"Dec 7, 2018",3:47:23 AM PST,,Charge,,Guía completa de Museos Vaticanos+Audioguide (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,audioguide_itinerary1,athene_f,IE,CO. DUBLIN,D08 Y8DD,EUR,1.99,1.000000,EUR,1.99
GPA.3380-5338-9960-64927,"Dec 7, 2018",3:50:30 AM PST,,Charge,,Beyonce en el museo (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_nine,htc_ocndugl,IT,MI,20128,EUR,1.14,1.000000,EUR,1.14
GPA.3304-7325-4493-97281,"Dec 7, 2018",4:35:12 AM PST,,Charge refund,Full,Una selección de las obras más importantes+Audiguide (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,audioguide_itinerary2,jackpot2lte,IL,,1923200,ILS,-12.90,0.236550,EUR,-3.05
GPA.3304-7325-4493-97281,"Dec 7, 2018",4:35:12 AM PST,,Google fee refund,Full,Una selección de las obras más importantes+Audiguide (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,audioguide_itinerary2,jackpot2lte,IL,,1923200,ILS,3.90,0.236550,EUR,0.92
GPA.3368-1633-8248-86613,"Dec 7, 2018",10:37:48 AM PST,,Charge,,Moscow: Historical center in 2 hours (Moscow Guide Tours),com.tourblink.moscow,1,itinerary_two,OnePlus5,FR,,59410,EUR,1.16,1.000000,EUR,1.16
GPA.3335-2006-4914-45690,"Dec 7, 2018",7:47:59 PM PST,,Charge,,Audioguide + Itinerary Louvre in half day (EN) (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary5_new,scorpio,ES,ALICANTE,03193,EUR,2.02,1.000000,EUR,2.02
GPA.3338-4876-7495-83691,"Dec 7, 2018",11:09:28 PM PST,,Charge,,Unlock all the itineraries and audioguides (Paris Guide Tours),com.tourblink.app,1,buy_all,herolte,FR,,31400,EUR,2.91,1.000000,EUR,2.91
GPA.3324-5122-4503-59826,"Dec 7, 2018",11:15:53 PM PST,,Charge,,Mäelle's Père Lachaise + Audioguide (Pere Lachaise Guide Tours),com.tourblink.perelachaise,1,audioguide_itinerary1,herolte,FR,,31400,EUR,0.87,1.000000,EUR,0.87
GPA.3335-2027-9874-28128,"Dec 8, 2018",12:02:11 AM PST,,Charge,,Montmartre + Audioguide (Paris Guide Tours),com.tourblink.app,1,audioguide_itinerary2,lucye,ES,CÁDIZ,11007,EUR,1.15,1.000000,EUR,1.15
GPA.3300-4000-5707-82632,"Dec 8, 2018",1:57:42 AM PST,,Charge,,Lo mejor del museo del Prado (El Prado Museum Guide Tours & Audioguide),com.tourblink.museoelprado,1,itinerary_two,blueline,US,MN,55416,USD,2.49,0.877700,EUR,2.19
GPA.3300-4000-5707-82632,"Dec 8, 2018",1:57:42 AM PST,,Google fee,,Lo mejor del museo del Prado (El Prado Museum Guide Tours & Audioguide),com.tourblink.museoelprado,1,itinerary_two,blueline,US,MN,55416,USD,-0.75,0.877700,EUR,-0.66
GPA.3377-9803-1500-41912,"Dec 8, 2018",2:50:53 AM PST,,Charge,,Un rapida visita por El Prado (El Prado Museum Guide Tours & Audioguide),com.tourblink.museoelprado,1,itinerary_one,whyred,IT,TE,64026,EUR,0.57,1.000000,EUR,0.57
GPA.3327-2937-9775-22952,"Dec 8, 2018",4:47:20 AM PST,,Charge,,Buy all (Gardens of Versailles Guide Tours),com.tourblink.versailles,1,buy_all,HWLLD-H,FR,,20090,EUR,2.91,1.000000,EUR,2.91
GPA.3319-8948-6237-19514,"Dec 8, 2018",5:15:47 AM PST,,Charge,,El Centro histórico de Paris (Gardens of Versailles Guide Tours),com.tourblink.versailles,1,itinerary_two,HWLLD-H,FR,,20090,EUR,0.58,1.000000,EUR,0.58
GPA.3367-1537-3019-57295,"Dec 8, 2018",6:32:44 AM PST,,Charge,,Buy all (Gardens of Versailles Guide Tours),com.tourblink.versailles,1,buy_all,hwALE-H,ES,MADRID,28047,EUR,2.88,1.000000,EUR,2.88
GPA.3394-9138-2164-26526,"Dec 8, 2018",7:17:34 AM PST,,Charge,,Montmartre (Gardens of Versailles Guide Tours),com.tourblink.versailles,1,itinerary_three,hwALE-H,ES,MADRID,28047,EUR,0.57,1.000000,EUR,0.57
GPA.3367-1537-3019-57295,"Dec 8, 2018",7:25:53 AM PST,,Charge refund,Full,Buy all (Gardens of Versailles Guide Tours),com.tourblink.versailles,1,buy_all,hwALE-H,ES,MADRID,28047,EUR,-2.88,1.000000,EUR,-2.88
GPA.3394-9138-2164-26526,"Dec 8, 2018",7:25:53 AM PST,,Charge refund,Full,Montmartre (Gardens of Versailles Guide Tours),com.tourblink.versailles,1,itinerary_three,hwALE-H,ES,MADRID,28047,EUR,-0.57,1.000000,EUR,-0.57
GPA.3319-8948-6237-19514,"Dec 8, 2018",7:27:00 AM PST,,Charge refund,Full,El Centro histórico de Paris (Gardens of Versailles Guide Tours),com.tourblink.versailles,1,itinerary_two,HWLLD-H,FR,,20090,EUR,-0.58,1.000000,EUR,-0.58
GPA.3356-9519-6897-44350,"Dec 8, 2018",11:53:16 AM PST,,Charge,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,a5y17lte,FR,,75017,EUR,2.91,1.000000,EUR,2.91
GPA.3362-6434-7542-82258,"Dec 8, 2018",2:36:54 PM PST,,Charge,,Buy all (Orsay Museum Guide Tours),com.tourblink.museeorsay,1,buy_all,herolte,FR,,31400,EUR,2.91,1.000000,EUR,2.91
GPA.3352-5408-2181-02014,"Dec 9, 2018",1:47:21 AM PST,,Charge,,Montmartre (Paris Guide Tours),com.tourblink.app,1,itinerary_two,a6lte,DE,,73734,EUR,0.58,1.000000,EUR,0.58
GPA.3399-7450-8090-74889,"Dec 9, 2018",1:48:25 AM PST,,Charge,,The historic heart of Paris (Paris Guide Tours),com.tourblink.app,1,itinerary_one,a6lte,DE,,73734,EUR,0.58,1.000000,EUR,0.58
GPA.3382-7039-2313-02847,"Dec 9, 2018",9:53:35 AM PST,,Charge,,The historic heart of Paris (Paris Guide Tours),com.tourblink.app,1,itinerary_one,dream2lte,DE,,73734,EUR,0.58,1.000000,EUR,0.58
GPA.3383-5887-0281-20491,"Dec 9, 2018",9:54:09 AM PST,,Charge,,Montmartre (Paris Guide Tours),com.tourblink.app,1,itinerary_two,dream2lte,DE,,73734,EUR,0.58,1.000000,EUR,0.58
GPA.3320-2680-4971-27312,"Dec 9, 2018",11:34:34 AM PST,,Charge,,Unlock all the itineraries and audioguides (Paris Guide Tours),com.tourblink.app,1,buy_all,HWLLD-H,IT,MB,20841,EUR,2.86,1.000000,EUR,2.86
GPA.3333-0987-7855-91673,"Dec 10, 2018",2:58:50 AM PST,,Charge,,Unlock all the itineraries and audioguides (Paris Guide Tours),com.tourblink.app,1,buy_all,a3y17lte,IT,VA,21040,EUR,2.86,1.000000,EUR,2.86
GPA.3385-8375-4630-32332,"Dec 10, 2018",4:32:40 AM PST,,Charge,,The most important masterpieces+Audioguide (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary1_new,star2lte,ID,,80228,IDR,51000.00,0.000060,EUR,3.07
GPA.3385-8375-4630-32332,"Dec 10, 2018",4:32:40 AM PST,,Google fee,,The most important masterpieces+Audioguide (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary1_new,star2lte,ID,,80228,IDR,-15300.00,0.000060,EUR,-0.92
GPA.3364-5527-2675-53009,"Dec 10, 2018",4:35:06 AM PST,,Charge,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,star2lte,ID,,80228,IDR,87000.00,0.000060,EUR,5.24
GPA.3364-5527-2675-53009,"Dec 10, 2018",4:35:06 AM PST,,Google fee,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,star2lte,ID,,80228,IDR,-26100.00,0.000060,EUR,-1.57
GPA.3370-1671-2734-12527,"Dec 10, 2018",6:02:31 AM PST,,Charge,,The most important masterpieces+Audioguide (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary1_new,marlin,US,NJ,07869,USD,3.49,0.875500,EUR,3.06
GPA.3370-1671-2734-12527,"Dec 10, 2018",6:02:31 AM PST,,Google fee,,The most important masterpieces+Audioguide (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary1_new,marlin,US,NJ,07869,USD,-1.05,0.875500,EUR,-0.92
GPA.3370-1671-2734-12527,"Dec 10, 2018",6:02:31 AM PST,Third-party Tax,Tax,,The most important masterpieces+Audioguide (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary1_new,marlin,US,NJ,07869,USD,0.23,0.875500,EUR,0.20
GPA.3360-9627-1987-79794,"Dec 11, 2018",3:14:50 AM PST,,Charge,,Buy all (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,buy_all,hwRIO-L01,ES,CÁDIZ,11401,EUR,2.88,1.000000,EUR,2.88
GPA.3377-9154-3866-70500,"Dec 11, 2018",3:58:14 PM PST,,Charge,,Le Louvre en 60 minutes (Musée du Louvre visites guidées),com.tourblink.louvre,1,itinerary_two_new,whyred,FR,,92100,EUR,0.58,1.000000,EUR,0.58
GPA.3302-9528-5201-96651,"Dec 11, 2018",11:45:35 PM PST,,Charge,,Guía completa de Museos Vaticanos+Audioguide (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,audioguide_itinerary1,greatlte,AU,,4215,AUD,4.99,0.636470,EUR,3.18
GPA.3302-9528-5201-96651,"Dec 11, 2018",11:45:35 PM PST,,Google fee,,Guía completa de Museos Vaticanos+Audioguide (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,audioguide_itinerary1,greatlte,AU,,4215,AUD,-1.50,0.636470,EUR,-0.95
GPA.3328-5173-4699-81314,"Dec 12, 2018",1:33:15 AM PST,,Charge,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,dream2lte,IT,MI,20020,EUR,2.86,1.000000,EUR,2.86
