Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency)
GPA.3318-3290-9599-52943,"Nov 1, 2018",5:33:27 AM PDT,,Charge,,Lo mejor del museo del Prado (El Prado Museum Guide Tours & Audioguide),com.tourblink.museoelprado,1,itinerary_two,bbb100,FR,,91210,EUR,1.16,1.000000,EUR,1.16
GPA.3377-4160-7635-94123,"Nov 1, 2018",9:17:34 AM PDT,,Charge,,Orsay en 3 horas (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_ten,gts210vewifi,FR,,75008,EUR,1.74,1.000000,EUR,1.74
GPA.3316-5305-8453-01475,"Nov 1, 2018",11:19:03 AM PDT,,Charge,,Orsay en 2 horas (Orsay Museum Guide Tours),com.tourblink.museeorsay,1,itinerary_two,hero2lte,DE,,68161,EUR,1.17,1.000000,EUR,1.17
GPA.3323-8842-2539-63873,"Nov 1, 2018",1:55:00 PM PDT,,Charge,,Unlock all the itineraries and audioguides (Paris Guide Tours),com.tourblink.app,1,buy_all,greatlte,FR,,94700,EUR,2.91,1.000000,EUR,2.91
GPA.3319-4556-2756-19708,"Nov 2, 2018",12:51:43 AM PDT,,Charge,,Unlock all the itineraries and audioguides (Paris Guide Tours),com.tourblink.app,1,buy_all,HWWAS-H,IT,LT,04011,EUR,2.86,1.000000,EUR,2.86
GPA.3376-7906-7921-04318,"Nov 2, 2018",2:10:07 AM PDT,,Charge,,Itinerary + Audioguide Egypt EN (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary3_new,HWCLT,DK,,4250,DKK,6.16,0.134040,EUR,0.83
GPA.3383-4640-2058-52301,"Nov 2, 2018",2:35:23 AM PDT,,Charge,,Montmartre (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_eight,HWFIG-H,IT,MI,20086,EUR,0.57,1.000000,EUR,0.57
GPA.3360-5001-3231-58638,"Nov 2, 2018",2:55:41 AM PDT,,Charge,,Unlock all the itineraries and audioguides (Paris Guide Tours),com.tourblink.app,1,buy_all,herolte,IT,NA,80067,EUR,2.86,1.000000,EUR,2.86
GPA.3319-8703-7702-02135,"Nov 2, 2018",3:41:14 AM PDT,,Charge,,The most important masterpieces+Audioguide (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary1_new,OnePlus3,FI,,00390,EUR,1.69,1.000000,EUR,1.69
GPA.3369-1940-1883-75072,"Nov 2, 2018",3:51:32 AM PDT,,Charge,,The most important masterpieces+Audioguide (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary1_new,hero2lte,ES,VALENCIA,46910,EUR,1.73,1.000000,EUR,1.73
GPA.3353-5398-6953-02127,"Nov 2, 2018",4:20:43 AM PDT,,Charge,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,OnePlus5,IN,Karnataka,560066,INR,355.93,0.012054,EUR,4.29
GPA.3353-5398-6953-02127,"Nov 2, 2018",4:20:43 AM PDT,,Google fee,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,OnePlus5,IN,Karnataka,560066,INR,-106.78,0.012054,EUR,-1.29
GPA.3328-4743-2121-25261,"Nov 2, 2018",5:07:56 AM PDT,,Charge,,Una selección de las obras más importantes+Audiguide (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,audioguide_itinerary2,dreamlte,ES,GRANADA,18190,EUR,1.73,1.000000,EUR,1.73
GPA.3372-0310-2976-65262,"Nov 2, 2018",5:13:03 AM PDT,,Charge,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,hero2lte,FR,,59300,EUR,2.91,1.000000,EUR,2.91
GPA.3343-7380-8708-26453,"Nov 2, 2018",6:55:43 AM PDT,,Charge,,Les principales chefs d'œuvres (Musée du Louvre visites guidées),com.tourblink.louvre,1,itinerary_one_new,dreamlte,FR,,34560,EUR,1.16,1.000000,EUR,1.16
GPA.3300-7849-5505-29674,"Nov 2, 2018",3:21:42 PM PDT,,Charge,,Audioguide + Itinerary Louvre in half day (EN) (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary5_new,dream2lte,MX,MÉX.,52156,MXN,79.00,0.043877,EUR,3.47
GPA.3300-7849-5505-29674,"Nov 2, 2018",3:21:42 PM PDT,,Google fee,,Audioguide + Itinerary Louvre in half day (EN) (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary5_new,dream2lte,MX,MÉX.,52156,MXN,-23.70,0.043877,EUR,-1.04
GPA.3331-7327-4723-41055,"Nov 2, 2018",6:27:05 PM PDT,,Charge,,Lo principal del Louvre+Audioguía (Louvre Tours Guia),com.tourblink.louvre,1,audioguide_itinerary1_new,zeroflte,CL,REGIÓN METROPOLITANA,,CLP,2300.00,0.001280,EUR,2.94
GPA.3331-7327-4723-41055,"Nov 2, 2018",6:27:05 PM PDT,,Google fee,,Lo principal del Louvre+Audioguía (Louvre Tours Guia),com.tourblink.louvre,1,audioguide_itinerary1_new,zeroflte,CL,REGIÓN METROPOLITANA,,CLP,-690.00,0.001280,EUR,-0.88
GPA.3335-9123-8404-10249,"Nov 3, 2018",12:04:24 AM PDT,,Charge refund,Full,Orsay en 2 horas (Orsay Museum Guide Tours),com.tourblink.museeorsay,1,itinerary_two,dreamqltesq,US,CO,80525,USD,-2.49,0.878950,EUR,-2.19
GPA.3335-9123-8404-10249,"Nov 3, 2018",12:04:24 AM PDT,,Google fee refund,Full,Orsay en 2 horas (Orsay Museum Guide Tours),com.tourblink.museeorsay,1,itinerary_two,dreamqltesq,US,CO,80525,USD,0.75,0.878950,EUR,0.66
GPA.3335-9123-8404-10249,"Nov 3, 2018",12:04:24 AM PDT,Third-party Tax,Tax refund,,Orsay en 2 horas (Orsay Museum Guide Tours),com.tourblink.museeorsay,1,itinerary_two,dreamqltesq,US,CO,80525,USD,-0.09,0.878950,EUR,-0.08
GPA.3321-3535-0584-55264,"Nov 3, 2018",1:14:19 AM PDT,,Charge,,Roma monumental (Roma Guide Tours),com.tourblink.roma,1,itinerary_one,dream2qltesq,CA,ON,K0A2Z0,CAD,1.49,0.669810,EUR,1.00
GPA.3321-3535-0584-55264,"Nov 3, 2018",1:14:19 AM PDT,,Google fee,,Roma monumental (Roma Guide Tours),com.tourblink.roma,1,itinerary_one,dream2qltesq,CA,ON,K0A2Z0,CAD,-0.45,0.669810,EUR,-0.30
GPA.3339-4789-4313-52712,"Nov 3, 2018",1:14:33 AM PDT,,Charge,,Roma panorámica (Roma Guide Tours),com.tourblink.roma,1,itinerary_two,starqltecs,CA,ON,K0A 2Z0,CAD,1.49,0.669810,EUR,1.00
GPA.3339-4789-4313-52712,"Nov 3, 2018",1:14:33 AM PDT,,Google fee,,Roma panorámica (Roma Guide Tours),com.tourblink.roma,1,itinerary_two,starqltecs,CA,ON,K0A 2Z0,CAD,-0.45,0.669810,EUR,-0.30
GPA.3341-0985-1165-65222,"Nov 3, 2018",1:14:55 AM PDT,,Charge,,Roma panorámica (Roma Guide Tours),com.tourblink.roma,1,itinerary_two,dream2qltesq,CA,ON,K0A2Z0,CAD,1.49,0.669810,EUR,1.00
GPA.3341-0985-1165-65222,"Nov 3, 2018",1:14:55 AM PDT,,Google fee,,Roma panorámica (Roma Guide Tours),com.tourblink.roma,1,itinerary_two,dream2qltesq,CA,ON,K0A2Z0,CAD,-0.45,0.669810,EUR,-0.30
GPA.3319-9202-7791-01037,"Nov 3, 2018",1:15:24 AM PDT,,Charge,,Roma monumental (Roma Guide Tours),com.tourblink.roma,1,itinerary_one,starqltecs,CA,ON,K0A 2Z0,CAD,1.49,0.669810,EUR,1.00
GPA.3319-9202-7791-01037,"Nov 3, 2018",1:15:24 AM PDT,,Google fee,,Roma monumental (Roma Guide Tours),com.tourblink.roma,1,itinerary_one,starqltecs,CA,ON,K0A 2Z0,CAD,-0.45,0.669810,EUR,-0.30
GPA.3327-5163-2905-69309,"Nov 3, 2018",1:41:10 AM PDT,,Charge,,Il Louvre in mezza gornata + audioguide (Parigi guida e tours: Tourblink),com.tourblink.app,1,audioguide_itinerary5,ASUS_Z017D_1,IT,PI,56025,EUR,2.00,1.000000,EUR,2.00
GPA.3330-3977-1556-87300,"Nov 3, 2018",2:53:39 AM PDT,,Charge,,Orsay en 3 horas+audio (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary10,hero2lte,ES,VALENCIA,46910,EUR,2.02,1.000000,EUR,2.02
GPA.3335-3964-7863-20931,"Nov 3, 2018",3:24:30 AM PDT,,Charge,,Lo mejor del museo del Prado (El Prado Museum Guide Tours & Audioguide),com.tourblink.museoelprado,1,itinerary_two,c9ltechn,BE,,3930,EUR,1.15,1.000000,EUR,1.15
GPA.3369-2262-9802-13878,"Nov 3, 2018",5:04:31 AM PDT,,Charge,,Il Louvre in mezza gornata + audioguide (Parigi guida e tours: Tourblink),com.tourblink.app,1,audioguide_itinerary5,hero2lte,IT,MO,41126,EUR,2.00,1.000000,EUR,2.00
GPA.3330-2274-6626-49335,"Nov 3, 2018",6:00:39 AM PDT,,Charge,,Beyonce en el museo (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_nine,taimen,US,CA,94553,USD,2.49,0.878150,EUR,2.18
GPA.3330-2274-6626-49335,"Nov 3, 2018",6:00:39 AM PDT,,Google fee,,Beyonce en el museo (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_nine,taimen,US,CA,94553,USD,-0.75,0.878150,EUR,-0.66
GPA.3330-2274-6626-49335,"Nov 3, 2018",6:00:39 AM PDT,Third-party Tax,Tax,,Beyonce en el museo (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_nine,taimen,US,CA,94553,USD,0.21,0.878150,EUR,0.19
GPA.3360-0545-7097-51443,"Nov 3, 2018",6:17:05 AM PDT,,Charge,,Guía completa de Museos Vaticanos+Audioguide (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,audioguide_itinerary1,starlte,IT,MI,20060,EUR,2.00,1.000000,EUR,2.00
GPA.3313-7499-0133-53062,"Nov 3, 2018",8:02:52 AM PDT,,Charge,,Orsay en vaste (Musée d'Orsay visites guidées),com.tourblink.museeorsay,1,itinerary_two,ailsa_ii,FR,,75015,EUR,1.16,1.000000,EUR,1.16
GPA.3378-3776-1757-40641,"Nov 3, 2018",1:17:28 PM PDT,,Charge,,Orsay en 3 horas+audio (Orsay Museum Guide Tours),com.tourblink.museeorsay,1,audioguide_itinerary1,zeroflte,CL,REGIÓN METROPOLITANA,,CLP,2700.00,0.001280,EUR,3.46
GPA.3378-3776-1757-40641,"Nov 3, 2018",1:17:28 PM PDT,,Google fee,,Orsay en 3 horas+audio (Orsay Museum Guide Tours),com.tourblink.museeorsay,1,audioguide_itinerary1,zeroflte,CL,REGIÓN METROPOLITANA,,CLP,-810.00,0.001280,EUR,-1.04
GPA.3368-2787-8586-96626,"Nov 4, 2018",1:06:03 AM PST,,Charge,,Louvre in half day (BR) (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_fifth_new,dream2lte,PT,,4560-548,EUR,1.70,1.000000,EUR,1.70
GPA.3385-5175-2215-62573,"Nov 4, 2018",1:43:54 AM PST,,Charge,,Orsay en 3 horas+audio (Orsay Museum Guide Tours),com.tourblink.museeorsay,1,audioguide_itinerary1,HWPRA-H,IT,VR,37121,EUR,2.00,1.000000,EUR,2.00
GPA.3380-8986-6569-93217,"Nov 4, 2018",2:19:08 AM PST,,Charge,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,star2lte,IT,RM,00198,EUR,2.86,1.000000,EUR,2.86
GPA.3383-1518-5110-84057,"Nov 4, 2018",2:26:23 AM PST,,Charge,,Audioguide + Itinerary Louvre in half day (EN) (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary5_new,starlte,IT,RM,00198,EUR,2.00,1.000000,EUR,2.00
GPA.3307-7309-9240-55078,"Nov 4, 2018",4:16:44 AM PST,,Charge,,Sculptures françaises des 17ème et 18ème siècles (Musée du Louvre visites guidées),com.tourblink.louvre,1,itinerary_fourth_new,HWCOR,FR,,75019,EUR,0.58,1.000000,EUR,0.58
GPA.3382-2406-1213-76677,"Nov 4, 2018",4:37:37 AM PST,,Charge,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,HWCOR,FR,,75019,EUR,2.91,1.000000,EUR,2.91
GPA.3334-2617-6351-71568,"Nov 4, 2018",4:43:21 AM PST,,Charge,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,HWCLT,IT,MI,20156,EUR,2.86,1.000000,EUR,2.86
GPA.3362-1136-9807-27112,"Nov 4, 2018",4:50:04 AM PST,,Charge,,Orsay en vaste (Musée d'Orsay visites guidées),com.tourblink.museeorsay,1,itinerary_two,hct6750_66_n,FR,,93000,EUR,1.16,1.000000,EUR,1.16
GPA.3304-9424-6186-86213,"Nov 4, 2018",5:28:30 AM PST,,Charge,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,j5y17lte,ES,GUIPÚZCOA,20247,EUR,2.88,1.000000,EUR,2.88
GPA.3350-7455-2373-85650,"Nov 4, 2018",5:53:28 AM PST,,Charge,,Montmartre (Paris Guide Tours),com.tourblink.app,1,itinerary_two_paris,greatlte,FR,,92310,EUR,0.58,1.000000,EUR,0.58
GPA.3366-3600-5651-93775,"Nov 4, 2018",11:37:07 AM PST,,Charge,,Roma panorámica (Roma Guide Tours),com.tourblink.roma,1,itinerary_two,on5xelte,BR,PB,58423825,BRL,4.39,0.237030,EUR,1.04
GPA.3366-3600-5651-93775,"Nov 4, 2018",11:37:07 AM PST,,Google fee,,Roma panorámica (Roma Guide Tours),com.tourblink.roma,1,itinerary_two,on5xelte,BR,PB,58423825,BRL,-1.32,0.237030,EUR,-0.31
GPA.3366-3600-5651-93775,"Nov 4, 2018",11:37:07 AM PST,Brazil CIDE Withholding Tax,Tax,,Roma panorámica (Roma Guide Tours),com.tourblink.roma,1,itinerary_two,on5xelte,BR,PB,58423825,EUR,0.03,1.000000,EUR,0.03
GPA.3366-3600-5651-93775,"Nov 4, 2018",11:37:07 AM PST,Brazil CIDE Withholding Tax,Tax,,Roma panorámica (Roma Guide Tours),com.tourblink.roma,1,itinerary_two,on5xelte,BR,PB,58423825,EUR,-0.10,1.000000,EUR,-0.10
GPA.3366-3600-5651-93775,"Nov 4, 2018",11:37:07 AM PST,Brazil IRRF Withholding Tax,Tax,,Roma panorámica (Roma Guide Tours),com.tourblink.roma,1,itinerary_two,on5xelte,BR,PB,58423825,EUR,-0.16,1.000000,EUR,-0.16
GPA.3366-3600-5651-93775,"Nov 4, 2018",11:37:07 AM PST,Brazil IRRF Withholding Tax,Tax,,Roma panorámica (Roma Guide Tours),com.tourblink.roma,1,itinerary_two,on5xelte,BR,PB,58423825,EUR,0.05,1.000000,EUR,0.05
GPA.3378-2278-7030-55805,"Nov 4, 2018",12:21:32 PM PST,,Charge,,Louvre in 2 hours+audio (Orsay Museum Guide Tours),com.tourblink.museeorsay,1,audioguide_itinerary6,HWPRA-H,IT,VR,37121,EUR,1.72,1.000000,EUR,1.72
GPA.3350-1817-4473-60207,"Nov 4, 2018",11:57:25 PM PST,,Charge,,Buy all (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,buy_all,HWEVA,IT,MI,20010,EUR,2.86,1.000000,EUR,2.86
GPA.3301-5388-8095-88184,"Nov 5, 2018",12:46:01 AM PST,,Charge,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,taimen,US,PA,19116,USD,5.99,0.878100,EUR,5.25
GPA.3301-5388-8095-88184,"Nov 5, 2018",12:46:01 AM PST,,Google fee,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,taimen,US,PA,19116,USD,-1.80,0.878100,EUR,-1.58
GPA.3301-5388-8095-88184,"Nov 5, 2018",12:46:01 AM PST,Third-party Tax,Tax,,Unlock all the itineraries and audioguides (Louvre Guide Tours),com.tourblink.louvre,1,buy_all,taimen,US,PA,19116,USD,0.48,0.878100,EUR,0.43
GPA.3368-2808-5480-84274,"Nov 5, 2018",1:58:07 AM PST,,Charge,,Buy all (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,buy_all,jackpotlte,BE,,9000,EUR,2.88,1.000000,EUR,2.88
GPA.3371-4958-2361-98212,"Nov 5, 2018",3:19:37 AM PST,,Charge,,Lo principal del Louvre+Audioguía (Louvre Tours Guia),com.tourblink.louvre,1,audioguide_itinerary1_new,dreamlte,MX,MÉX.,53950,MXN,65.00,0.043731,EUR,2.84
GPA.3371-4958-2361-98212,"Nov 5, 2018",3:19:37 AM PST,,Google fee,,Lo principal del Louvre+Audioguía (Louvre Tours Guia),com.tourblink.louvre,1,audioguide_itinerary1_new,dreamlte,MX,MÉX.,53950,MXN,-19.50,0.043731,EUR,-0.85
GPA.3371-3257-4880-25754,"Nov 5, 2018",4:45:16 AM PST,,Charge,,Louvre in half day (BR) (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_fifth_new,dreamlte,BR,PA,68363900,BRL,12.99,0.237290,EUR,3.08
GPA.3371-3257-4880-25754,"Nov 5, 2018",4:45:16 AM PST,,Google fee,,Louvre in half day (BR) (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_fifth_new,dreamlte,BR,PA,68363900,BRL,-3.90,0.237290,EUR,-0.93
GPA.3371-3257-4880-25754,"Nov 5, 2018",4:45:16 AM PST,Brazil CIDE Withholding Tax,Tax,,Louvre in half day (BR) (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_fifth_new,dreamlte,BR,PA,68363900,EUR,-0.31,1.000000,EUR,-0.31
GPA.3371-3257-4880-25754,"Nov 5, 2018",4:45:16 AM PST,Brazil CIDE Withholding Tax,Tax,,Louvre in half day (BR) (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_fifth_new,dreamlte,BR,PA,68363900,EUR,0.09,1.000000,EUR,0.09
GPA.3371-3257-4880-25754,"Nov 5, 2018",4:45:16 AM PST,Brazil IRRF Withholding Tax,Tax,,Louvre in half day (BR) (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_fifth_new,dreamlte,BR,PA,68363900,EUR,0.14,1.000000,EUR,0.14
GPA.3371-3257-4880-25754,"Nov 5, 2018",4:45:16 AM PST,Brazil IRRF Withholding Tax,Tax,,Louvre in half day (BR) (Louvre Guide Tours),com.tourblink.louvre,1,itinerary_fifth_new,dreamlte,BR,PA,68363900,EUR,-0.46,1.000000,EUR,-0.46
GPA.3386-9220-9370-05898,"Nov 5, 2018",10:35:32 AM PST,,Charge,,The most important masterpieces+Audioguide (Louvre Guide Tours),com.tourblink.louvre,1,audioguide_itinerary1_new,kccat6,GR,,16672,EUR,1.69,1.000000,EUR,1.69
GPA.3335-0893-2161-01562,"Nov 5, 2018",8:55:05 PM PST,,Charge,,The most important of the gardens (Gardens of Versailles Guide Tours),com.tourblink.versailles,1,itinerary_one,marlin,US,FL,33166,USD,1.49,0.876500,EUR,1.30
GPA.3335-0893-2161-01562,"Nov 5, 2018",8:55:05 PM PST,,Google fee,,The most important of the gardens (Gardens of Versailles Guide Tours),com.tourblink.versailles,1,itinerary_one,marlin,US,FL,33166,USD,-0.45,0.876500,EUR,-0.39
GPA.3335-0893-2161-01562,"Nov 5, 2018",8:55:05 PM PST,Third-party Tax,Tax,,The most important of the gardens (Gardens of Versailles Guide Tours),com.tourblink.versailles,1,itinerary_one,marlin,US,FL,33166,USD,0.10,0.876500,EUR,0.09
GPA.3321-4736-7190-53833,"Nov 5, 2018",11:04:36 PM PST,,Charge,,Roma durante los tiempos (Roma Guide Tours),com.tourblink.roma,1,itinerary_third,j7xelte,UY,MONTEVIDEO,11700,USD,1.13,0.876800,EUR,0.99
GPA.3321-4736-7190-53833,"Nov 5, 2018",11:04:36 PM PST,,Google fee,,Roma durante los tiempos (Roma Guide Tours),com.tourblink.roma,1,itinerary_third,j7xelte,UY,MONTEVIDEO,11700,USD,-0.34,0.876800,EUR,-0.30
GPA.3302-5908-6519-98082,"Nov 5, 2018",11:21:38 PM PST,,Charge,,Buy all (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,buy_all,starlte,FR,,75003,EUR,2.91,1.000000,EUR,2.91
GPA.3307-9432-3986-63594,"Nov 5, 2018",11:32:54 PM PST,,Charge,,Roma panorámica (Roma Guide Tours),com.tourblink.roma,1,itinerary_two,j7xelte,UY,MONTEVIDEO,11700,USD,1.13,0.876800,EUR,0.99
GPA.3307-9432-3986-63594,"Nov 5, 2018",11:32:54 PM PST,,Google fee,,Roma panorámica (Roma Guide Tours),com.tourblink.roma,1,itinerary_two,j7xelte,UY,MONTEVIDEO,11700,USD,-0.34,0.876800,EUR,-0.30
GPA.3320-8959-7161-65678,"Nov 5, 2018",11:33:37 PM PST,,Charge,,Roma monumental (Roma Guide Tours),com.tourblink.roma,1,itinerary_one,j7xelte,UY,MONTEVIDEO,11700,USD,1.13,0.876800,EUR,0.99
GPA.3320-8959-7161-65678,"Nov 5, 2018",11:33:37 PM PST,,Google fee,,Roma monumental (Roma Guide Tours),com.tourblink.roma,1,itinerary_one,j7xelte,UY,MONTEVIDEO,11700,USD,-0.34,0.876800,EUR,-0.30
GPA.3391-5816-9396-53205,"Nov 6, 2018",1:20:44 PM PST,,Charge,,Buy all (Gardens of Versailles Guide Tours),com.tourblink.versailles,1,buy_all,heroqlteue,US,NY,11432,USD,1.49,0.876200,EUR,1.31
GPA.3391-5816-9396-53205,"Nov 6, 2018",1:20:44 PM PST,,Google fee,,Buy all (Gardens of Versailles Guide Tours),com.tourblink.versailles,1,buy_all,heroqlteue,US,NY,11432,USD,-0.45,0.876200,EUR,-0.39
GPA.3391-5816-9396-53205,"Nov 6, 2018",1:20:44 PM PST,Third-party Tax,Tax,,Buy all (Gardens of Versailles Guide Tours),com.tourblink.versailles,1,buy_all,heroqlteue,US,NY,11432,USD,0.13,0.876200,EUR,0.11
GPA.3362-5242-4170-98515,"Nov 7, 2018",12:04:10 AM PST,,Charge,,Una selección de las obras más importantes+Audiguide (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,audioguide_itinerary2,dreamlte,AU,NSW,2090,AUD,4.26,0.633290,EUR,2.70
GPA.3362-5242-4170-98515,"Nov 7, 2018",12:04:10 AM PST,,Google fee,,Una selección de las obras más importantes+Audiguide (Vatican Museums Guide Tour),com.tourblink.vaticanmuseums,1,audioguide_itinerary2,dreamlte,AU,NSW,2090,AUD,-1.28,0.633290,EUR,-0.81
GPA.3364-3048-3137-50382,"Nov 7, 2018",1:48:13 AM PST,,Charge,,The most important masterpieces (PT) (Louvre. Roteiros offline com áudioguia),com.tourblink.louvre,1,itinerary_one_new,dreamlte,BR,SP,05406000,BRL,8.99,0.231940,EUR,2.09
GPA.3364-3048-3137-50382,"Nov 7, 2018",1:48:13 AM PST,,Google fee,,The most important masterpieces (PT) (Louvre. Roteiros offline com áudioguia),com.tourblink.louvre,1,itinerary_one_new,dreamlte,BR,SP,05406000,BRL,-2.70,0.231940,EUR,-0.63
GPA.3364-3048-3137-50382,"Nov 7, 2018",1:48:13 AM PST,Brazil CIDE Withholding Tax,Tax,,The most important masterpieces (PT) (Louvre. Roteiros offline com áudioguia),com.tourblink.louvre,1,itinerary_one_new,dreamlte,BR,SP,05406000,EUR,0.07,1.000000,EUR,0.07
GPA.3364-3048-3137-50382,"Nov 7, 2018",1:48:13 AM PST,Brazil CIDE Withholding Tax,Tax,,The most important masterpieces (PT) (Louvre. Roteiros offline com áudioguia),com.tourblink.louvre,1,itinerary_one_new,dreamlte,BR,SP,05406000,EUR,-0.21,1.000000,EUR,-0.21
GPA.3364-3048-3137-50382,"Nov 7, 2018",1:48:13 AM PST,Brazil IRRF Withholding Tax,Tax,,The most important masterpieces (PT) (Louvre. Roteiros offline com áudioguia),com.tourblink.louvre,1,itinerary_one_new,dreamlte,BR,SP,05406000,EUR,0.09,1.000000,EUR,0.09
GPA.3364-3048-3137-50382,"Nov 7, 2018",1:48:13 AM PST,Brazil IRRF Withholding Tax,Tax,,The most important masterpieces (PT) (Louvre. Roteiros offline com áudioguia),com.tourblink.louvre,1,itinerary_one_new,dreamlte,BR,SP,05406000,EUR,-0.31,1.000000,EUR,-0.31
GPA.3357-2804-4702-98872,"Nov 7, 2018",1:51:54 AM PST,,Charge,,Roma monumental (Roma Guide Tours),com.tourblink.roma,1,itinerary_one,HWEVA,ES,BARCELONA,08650,EUR,0.57,1.000000,EUR,0.57
